,kpkv,year,name_eng,name_ukr,m_1_plan,m_1_fact,m_1_nspend,m_2_plan,m_2_fact,m_2_nspend,m_3_plan,m_3_fact,m_3_nspend,m_4_plan,m_4_fact,m_4_nspend,m_5_plan,m_5_fact,m_5_nspend,m_6_plan,m_6_fact,m_6_nspend,m_7_plan,m_7_fact,m_7_nspend,m_8_plan,m_8_fact,m_8_nspend,m_9_plan,m_9_fact,m_9_nspend,m_10_plan,m_10_fact,m_10_nspend,m_11_plan,m_11_fact,m_11_nspend,m_12_plan,m_12_fact,m_12_nspend,Annual Plan
350,2201130,2019,"Preparation of workers in vocational schools of social rehabilitation and adaptation, methodological support of vocational education institutions","Підготовка робітничих кадрів у професійно-технічних навчальних закладах соціальної реабілітації та адаптації, методичне забезпечення закладів професійно-технічної освіти",16216000,14360492.52,1855507.48,16234100,14951607.07,3138000.41,16310200,17619947.55,1828252.86,15968800,15482416.32,2314636.54,16061000,15665177.4,2710459.14,20790200,21181659.53,2318999.61,27299600,22652230.41,6966369.2,8730200,10432790.19,5263779.01,16044000,17363696.11,3944082.9,16596000,15244672.79,5295410.11,17304800,15731605.3,6868604.81,16256100,21003796.42,2120908.39,203811000
351,2201130,2020,"Ensuring the acquisition of vocational (vocational-technical) education in educational institutions of social rehabilitation and adaptation of state ownership, methodological support of institutions of vocational (vocational-technical) education","Забезпечення здобуття професійної (професійно-технічної) освіти у закладах освіти соціальної реабілітації та адаптації державної форми власності, методичне забезпечення закладів професійної (професійно-технічної) освіти",17367700,15021294.37,2346405.63,17373900,16428854.51,3291451.12,17445800,18306490.76,2430760.36,16969200,15783241.04,3616719.32,16907700,15727119.5,4797299.82,26635601,25731211.64,5701689.18,16859411,17693256.74,4867843.44,16929454,13510022.84,8287274.6,18102864,21242306.89,5147831.71,18422004,17095232.2,6474603.51,18515335,17510985.24,7478953.27,21044431,26194613.04,2328771.23,222573400
352,2201130,2021,"Ensuring the acquisition of vocational (vocational-technical) education in educational institutions of social rehabilitation and adaptation of state ownership, methodological support of institutions of vocational (vocational-technical) education","Забезпечення здобуття професійної (професійно-технічної) освіти у закладах освіти соціальної реабілітації та адаптації державної форми власності, методичне забезпечення закладів професійної (професійно-технічної) освіти",21077800,18064914.04,3012885.96,21093300,19928014.85,4178171.11,21173500,22552006.72,2799664.39,20689200,20186701.76,3302162.63,21371000,20134820.93,4538341.7,33009500,30790431.67,6757410.03,20809000,21374650.53,6191759.5,21168800,17467072.62,9893486.88,22395600,25067705.48,7221381.4,21170200,20198021.55,8193559.85,27148500,23156053.76,12186006.09,20835300,31521316.67,1499989.42,271941700
1868,2201140,2020,Higher Education Development Fund,Фонд розвитку закладів вищої освіти,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1869,2201140,2021,Development Fund,Фонд розвитку закладів фахової передвищої та вищої освіти,0,0,0,30000000,0,30000000,0,0,30000000,20000000,0,50000000,20000000,0,70000000,30000000,0,100000000,30000000,0,130000000,20000000,8197490.08,141802509.9,20000000,22742799.87,139059710.1,60000000,31033885.22,168025824.8,0,27484646.68,140541178.2,20000000,158178254.9,2362923.21,250000000
353,2201150,2018,Preparation of personnel with higher education and II levels of accreditation and ensuring the activity of their practice of practice,Пiдготовка кадрiв вищими навчальними закладами I i II рiвнiв акредитацiї та забезпечення дiяльностi їх баз практики,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
354,2201160,2018,Preparation of personnel with higher educational establishments of III and IV levels of accreditation and ensuring the activity of their practice bases,Підготовка кадрів вищими навчальними закладами ІІІ і ІV рівнів акредитації та забезпечення діяльності їх баз практики,1352180000,1102863353,249316647.1,1347034300,1310037603,286313344,1363988300,1488969617,161332026.7,1310898900,1234599075,237631852,1427553700,1179042558,486142994.5,2453872600,2418556837,521458757.2,1116534000,1169410111,468582646.6,564363100,667071309.5,365874437,1387903470,1335898105,417879802.2,1373125000,1256373699,534631103.2,1283893530,1328451662,490072971.6,1498066300,1980685211,7454060.96,16479413200
355,2201160,2019,Preparation of personnel with higher educational establishments of III and IV levels of accreditation and ensuring the activity of their practice bases,Підготовка кадрів вищими навчальними закладами ІІІ і ІV рівнів акредитації та забезпечення діяльності їх баз практики,1579475000,1228673126,350801874.2,1601159200,1574514263,377446810.9,1605702000,1678688826,304459985.3,1561217000,1500881574,364795411.8,1580850600,1467379934,478266077.4,2896292800,2679419675,695139202.3,1447954460,1304662601,838431061.3,838561953,831887753.5,845105260.8,1586830444,1541265193,890670511.5,1601127245,1401049071,1090748686,1441439800,1535348694,996839791.6,1419955800,2325899471,90896120.81,19160566302
356,2201160,2020,Preparation of personnel of higher education institutions and ensuring the activity of their practice bases,Підготовка кадрів закладами вищої освіти та забезпечення діяльності їх баз практики,1364157400,1078977341,285180059,1358880900,1234538171,409522788.3,1347492200,1506728541,250286447.4,1189057200,1215532061,223811586.6,1159636000,1176996871,206450715.5,1812171450,1837278214,181343951.8,1781254800,1534209948,428388803.5,655662000,668436560.1,415614243.4,1276545100,1358476711,333682632.5,1417831900,1277291173,474223360,1702595750,1436827366,739991743.8,1585859200,2272295734,53555210.17,16651143900
357,2201160,2021,Preparation of personnel of higher education institutions and ensuring the activity of their practice bases,Підготовка кадрів закладами вищої освіти та забезпечення діяльності їх баз практики,1597235500,1276267384,320968115.9,1552353700,1512225940,361095875.5,1490445000,1611739940,239800935.6,1501619500,1434631063,306789372.8,1483597500,1504023050,286363823.1,2641411100,2657910428,269864494.8,1475179700,1433566664,311477531.3,754222300,726500104.3,339199727,1480252900,1524109228,295343399.4,1627115500,1496524659,425934240.2,1996043400,1736995116,684982524.4,2052350200,2720074570,17258153.97,19651826300
358,2201170,2018,Implementation of methodological and logistical support of activity of educational institutions,Здійснення методичного та матеріально-технічного забезпечення діяльності навчальних закладів,6407800,4852541.92,1555258.08,7183800,5266224.32,3472833.76,60399800,7845125.59,56027508.17,246890700,45885984.6,257032223.6,325732500,65120415.84,517644307.7,98230000,32488303.54,583386004.2,106412900,131953090,557845814.2,52721400,161983395.5,448583818.7,23479530,65856138.36,406207210.3,23921700,33974010.69,396154899.6,82685970,112863952.5,365976917.1,0,130907905.8,99736411.27,1034066100
359,2201170,2019,Implementation of methodological and logistical support,"Здійснення методичного та матеріально-технічного забезпечення діяльності навчальних закладів, забезпечення діяльності експертних рад з питань проведення експертизи дисертацій",8564400,5673737.75,2890662.25,22173000,2391312.33,22672349.92,199912700,12798674.42,209786375.5,331347100,44505133.88,496628341.6,132252600,263412917,365468024.6,173208000,79409600.49,459266424.1,84546000,85472710.16,458339713.9,27325100,116309577,369355236.9,18596200,38254904.67,349696532.3,11267500,28543229.59,332420802.7,0,52315774.85,256523127.8,0,77176330.1,23433297.71,1009192600
360,2201170,2020,Implementation of methodological and analytical support of activity of educational institutions,Здійснення методичного та аналітичного забезпечення діяльності закладів освіти,8634700,6514083.05,2120616.95,8030700,6437772.19,3713544.76,8371700,8762941.14,3322303.62,6542430,5977088.94,3887644.68,7307700,6533434.1,4661910.58,9918370,9766210.6,4814069.98,6625700,7843466.21,3596303.77,7131300,6783209.13,3944394.64,9633100,8864069.99,4713424.65,7364800,8021980.12,4056244.53,8500400,8440470.3,4116174.23,8205800,11218993.15,1102981.08,96266700
