,kpkv,year,name_eng,name_ukr,m_1_plan,m_1_fact,m_1_nspend,m_2_plan,m_2_fact,m_2_nspend,m_3_plan,m_3_fact,m_3_nspend,m_4_plan,m_4_fact,m_4_nspend,m_5_plan,m_5_fact,m_5_nspend,m_6_plan,m_6_fact,m_6_nspend,m_7_plan,m_7_fact,m_7_nspend,m_8_plan,m_8_fact,m_8_nspend,m_9_plan,m_9_fact,m_9_nspend,m_10_plan,m_10_fact,m_10_nspend,m_11_plan,m_11_fact,m_11_nspend,m_12_plan,m_12_fact,m_12_nspend,Annual Plan
1089,3601020,2020,Execution of penalties by institutions and bodies of the State Criminal Enforcement Service of Ukraine,Виконання покарань установами і органами Державної кримінально-виконавчої служби України,491760700,362661711.3,129098988.7,539137200,530005884.1,138230304.6,542464600,525620996.5,155073908.2,594506200,521449501.4,228130606.8,591118600,547633874.4,271615332.4,560252100,496075657.6,335791774.8,550629800,503490101.5,382931473.3,550634600,499384607.8,434181465.5,539977800,502644871.7,471514393.9,589259000,531994788.6,528778605.2,576164200,609221493.3,495721312,573455600,1013649387,55527524.55,6699360400
1090,3601020,2021,Execution of penalties by institutions and bodies of the State Criminal Enforcement Service of Ukraine,Виконання покарань установами і органами Державної кримінально-виконавчої служби України,544270000,375376981.9,168893018.2,546954200,551234866.1,164612352.1,547352400,588596949.6,123367802.5,578390700,561508830,140249672.5,575542100,543241600.9,172550171.6,571010400,538102866.8,205457704.8,566756800,533077971.1,239136533.6,574066600,546773104.8,266430028.9,581560600,557493363.7,290497265.1,588054000,564961120.3,313590144.9,773153100,654330238.1,432413006.8,610452600,1035022609,7842998.04,7057563500
1091,3601030,2018,Ensuring the activity of probation authorities,Забезпечення діяльності органів пробації,50944100,28835631.21,22108468.79,45360400,32065481.16,35403387.63,45259300,33783587.45,46879100.18,44092800,45842522.18,45129378,51300000,44587202.78,51842175.22,47371000,47380163.61,51833011.61,47371000,37540446.9,61663564.71,47551700,41082435.54,68132829.17,50955400,45146073.92,73942155.25,45374100,64512162.5,54804092.75,45676400,64291047.43,36189445.32,46491500,78654997.18,4025948.14,567747700
1092,3601030,2019,Ensuring the activity of probation authorities,Забезпечення діяльності органів пробації,48837000,39369165.07,9467834.93,49819500,45719167.69,13568167.24,49567700,44213037.61,18922829.63,49211200,46350645.93,21783383.7,55763800,51190267.93,26356915.77,56350300,48725651.86,33981563.91,55300300,51964344.77,37317519.14,56763800,50855383.1,43225936.04,55343700,51882096.18,46687539.86,49261400,56574736.1,39374203.76,49749100,59109648.32,30013655.44,109635100,135693214,3955541.45,685602900
1093,3601030,2020,Ensuring the activity of probation authorities,Забезпечення діяльності органів пробації,49236500,41018515.09,8217984.91,54773400,49151716.02,13839668.89,60081200,50460406.36,23460462.53,54876200,55089798.22,23246864.31,60846200,54798646.54,29294417.77,60086200,58852856.44,30527761.33,58586200,60614887.32,28499074.01,59146200,55585263.77,32060010.24,59991900,51981848.95,40070061.29,60501900,52303376.05,48268585.24,55586900,52854436.49,51001048.75,54147700,101350157.9,3798590.89,687860500
1094,3601030,2021,Ensuring the activity of probation authorities,Забезпечення діяльності органів пробації,56977500,48369174.34,8608325.66,58433400,51363649.48,15678076.18,57808800,52550701.55,20936174.63,61602000,60062103.68,22476070.95,65394700,58973227.91,28897543.04,65815400,59977744.14,34735198.9,65245400,61545958.13,38434640.77,66123400,62007319.66,42550721.11,62745400,53733605.73,51562515.38,62835600,61057031.77,53341083.61,62825400,70185004.14,45981479.47,56696200,101682224.3,995455.18,742503200
1095,3601060,2018,Preparation of workers in vocational-technical institutions of social adaptation at the institutions of execution,Підготовка робітничих кадрів у професійно-технічних закладах соціальної адаптації при установах виконання покарань,569800,95016.88,474783.12,423300,364858.73,533224.39,567300,653185.97,447338.42,126300,226165.09,347473.33,279600,226152.64,400920.69,132300,255164.95,278055.74,279700,182806.51,374949.23,126200,169889.02,331260.21,286800,298098.28,319961.93,413100,211147.1,521914.83,570300,426958.04,665256.79,416300,1079036.84,2519.95,4191000
1096,3601060,2019,Preparation of workers in vocational-technical institutions of social adaptation at the institutions of execution,Підготовка робітничих кадрів у професійно-технічних закладах соціальної адаптації при установах виконання покарань,466200,90961.43,375238.57,470300,429349.15,416189.42,675200,639076.19,452313.23,292300,276922.78,467690.45,130200,188762.83,409127.62,480200,374075.35,515252.27,130300,162493.79,483058.48,130300,127552.2,485806.28,481700,366171.92,601334.36,349300,242153.9,708480.46,405200,281925.49,831754.97,425300,1187514.82,69540.15,4436500
1097,3601060,2020,Preparation of workers in vocational-technical institutions of social adaptation at the institutions of execution,Підготовка робітничих кадрів у професійно-технічних закладах соціальної адаптації при установах виконання покарань,519900,113039.1,406860.9,1440700,704592.9,1142968,493300,579280.74,1056987.26,849500,291425.95,1615061.31,0,183623.63,1431437.68,0,341365.5,1090072.18,0,64678.68,1025393.5,0,57599.56,967793.94,0,124413.99,843379.95,535000,178637.61,1199742.34,425000,342050.62,1282691.72,465000,1506397.05,241294.67,4728400
1098,3601060,2021,Preparation of workers in vocational-technical institutions of social adaptation at the institutions of execution,Підготовка робітничих кадрів у професійно-технічних закладах соціальної адаптації при установах виконання покарань,0,0,0,630000,251122.75,378877.25,493100,360028.54,511948.71,780000,765801.64,526147.07,0,148949.74,377197.33,1333000,584698.8,1125498.53,0,306093.39,819405.14,0,125459.92,693945.22,770000,444356.07,1019589.15,0,135991.17,883597.98,793900,533749.3,1143748.68,0,1119358.48,24390.2,4800000
1099,3601070,2018,Conducting forensic examination and developing a methodology for conducting forensic examinations,Проведення судової експертизи і розробка методики проведення судових експертиз,12045700,9389831.01,2655868.99,12045700,9977647.11,4723921.88,12045700,13191306.58,3578315.3,12045700,11895036.47,3728978.83,13552100,12786899.55,4494179.28,15058600,14098306.79,5454472.49,15058600,14537026.03,5976046.46,15058600,13965628.17,7069018.29,13552100,12983600.67,7637517.62,12045700,13937985.53,5745232.09,12042500,13739400.02,4048332.07,79348200,82968049,428483.07,223899200
1100,3601070,2019,Conducting forensic examination and developing a methodology for conducting forensic examinations,Проведення судової експертизи і розробка методики проведення судових експертиз,17524900,12942659.33,4582240.67,17524900,17734526.68,4372613.99,18894800,18161572.11,5105841.88,17524900,18922643.98,3708097.9,17524900,16875906.32,4357091.58,23279000,18939922.91,8696168.67,23279000,22746552.73,9228615.94,23276700,20612085.01,11893230.93,21085700,19301968.03,13676962.9,18894800,21033598.73,11538164.17,18894800,22571529.13,7861435.04,36415700,44277032.34,102.7,254120100
1101,3601070,2020,Conducting forensic examination and developing a methodology for conducting forensic examinations,Проведення судової експертизи і розробка методики проведення судових експертиз,20308000,16139923.55,4168076.45,20308000,21479769.07,2996307.38,20308000,20175314.58,3128992.8,20308000,21136869.39,2300123.41,22847900,20339135.2,4808888.21,25387700,23128667.38,7067920.83,25387700,27044500.64,5411120.19,25387700,23441873.39,7356946.8,22847900,22980647.07,7224199.73,20308000,22581870.69,4950329.04,20308000,22503074.22,2755254.82,20308200,23063453.79,1.030000001,264015100
1102,3601070,2021,Conducting forensic examination and developing a methodology for conducting forensic examinations,Проведення судової експертизи і розробка методики проведення судових експертиз,18100900,16688874.56,1412025.44,18100900,18698928.15,813997.29,18100900,17801200.5,1113696.79,22863500,21587062.15,2390134.64,25126100,23967101.96,3549132.68,30168800,24931292.41,8786640.27,30168800,25728385.74,13227054.53,30168800,24137193.43,19258661.1,27626100,22242603.7,24642157.4,27863500,27083866.12,25421791.28,30363500,30140123.55,25645167.73,35363300,60667005.91,341461.82,314015100
1103,3601090,2018,Advanced training of employees of justice bodies,Підвищення кваліфікації працівників органів юстиції,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,3601090,2019,Advanced training of employees of justice bodies,Підвищення кваліфікації працівників органів юстиції,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,3601090,2020,Advanced training of employees of justice bodies,Підвищення кваліфікації працівників органів юстиції,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,3601090,2021,Advanced training of employees of justice bodies,Підвищення кваліфікації працівників органів юстиції,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,3601150,2018,"Ensuring the protection of Ukraine's rights and interests during the settlement of disputes, consideration in foreign jurisdiction bodies with the participation of a foreign entity and Ukraine, as well as providing representation of Ukraine in the European Court of Human Rights","Забезпечення захисту прав та інтересів України під час урегулювання спорів, розгляду у закордонних юрисдикційних органах справ за участю іноземного суб’єкта та України, а також забезпечення представництва України в Європейському суді з прав людини",147000,0,147000,159699500,225437.09,159621062.9,575200,19556755.96,140639507,104800,5278969.07,135465337.9,716300,118610.79,136063027.1,192400,77863.08,136177564,0,21564940.04,114612624,470400,0,115083024,261500,0,115344524,206720700,60000,322005224,180920500,171947.92,502753776.1,301902400,573274531.8,231381644.2,851710700
1108,3601150,2019,"Ensuring the protection of Ukraine's rights and interests during the settlement of disputes, consideration in foreign jurisdiction bodies with the participation of a foreign entity and Ukraine, as well as providing representation of Ukraine in the European Court of Human Rights","Забезпечення захисту прав та інтересів України під час урегулювання спорів, розгляду у закордонних юрисдикційних органах справ за участю іноземного суб’єкта та України, а також забезпечення представництва України в Європейському суді з прав людини",11104600,0,11104600,10621400,37305.65,21688694.35,10352500,30511906.77,1529287.58,23627800,6581135.18,18575952.4,64843200,29423329.4,53995823,84810300,18041.38,138788081.6,74022300,181536899.8,31273481.81,96706900,35604939.22,92375442.59,96645800,7792829.14,181228413.5,96653100,92231.9,277789281.6,96509300,12600194.15,361698387.4,96509000,317507536.4,140699851,762406200
1109,3601150,2020,"Ensuring the protection of Ukraine's rights and interests during the settlement of disputes, consideration in foreign jurisdiction bodies with the participation of a foreign entity and Ukraine, as well as providing representation of Ukraine in the European Court of Human Rights","Забезпечення захисту прав та інтересів України під час урегулювання спорів, розгляду у закордонних юрисдикційних органах справ за участю іноземного суб’єкта та України, а також забезпечення представництва України в Європейському суді з прав людини",4862600,68004.94,4794595.06,26182800,0,30991217.91,26182800,1500,57172517.91,26182800,0,83355317.91,36842900,0,120198217.9,36842900,0,157041117.9,42172900,0,199214017.9,52833000,20530.13,252026487.8,63493100,0,315519587.8,31893100,0,347412687.8,63493100,0,410905787.8,84813000,468209326.5,27509461.3,495795000
1110,3601150,2021,"Ensuring the protection of Ukraine's rights and interests during the settlement of disputes, consideration in foreign jurisdiction bodies with the participation of a foreign entity and Ukraine, as well as providing representation of Ukraine in the European Court of Human Rights","Забезпечення захисту прав та інтересів України під час урегулювання спорів, розгляду у закордонних юрисдикційних органах справ за участю іноземного суб’єкта та України, а також забезпечення представництва України в Європейському суді з прав людини",274000,0,274000,3547900,0,3821900,26369800,1200,30190500,26369800,26493807.47,30066492.53,36917700,0,66984192.53,33660600,0,100644792.5,47191600,5667885.99,142168506.5,65013500,43488314.33,163693692.2,43287400,0,206981092.2,48287400,2651320.66,252617171.6,93835300,24011795.69,322440675.9,102640000,351537972.8,73542703.03,527395000
1111,3601170,2018,Payments for the implementation of decisions of foreign jurisdiction bodies taken as a consequence of consideration of cases against Ukraine,"Платежі на виконання рішень закордонних юрисдикційних органів, прийнятих за наслідками розгляду справ проти України",100302400,1096503.73,99205896.27,59255200,2567900.47,155893195.8,107630200,3583082.94,259940312.9,32061500,4741266.45,287260546.4,19882800,2351916.55,304791429.9,49882800,1408288.26,353265941.6,6293500,4084137.62,355475304,9114800,1914333.56,362675770.4,81988600,3805170.63,440859199.8,82642800,1181305.48,522320694.3,0,1749246.27,170926448,0,4663561.27,24262886.77,549054600
1112,3601170,2019,Payments for the implementation of decisions of foreign jurisdiction bodies taken as a consequence of consideration of cases against Ukraine,"Платежі на виконання рішень закордонних юрисдикційних органів, прийнятих за наслідками розгляду справ проти України",2369700,250105.39,2119594.61,3278700,2400087.33,2998207.28,3662000,3294918.45,3365288.83,74637000,8073192.74,69929096.09,15865000,2757498.67,83036597.42,100303700,1911999.89,181428297.5,50303700,1542801.86,230189195.7,50303000,1743212.61,278748983.1,34717400,2983218.03,310483165,34637000,2127990.79,342992174.2,58260400,15808896.58,385443677.7,0,2093662.8,297931414.9,428337600
1113,3601170,2020,Payments for the implementation of decisions of foreign jurisdiction bodies taken as a consequence of consideration of cases against Ukraine,"Платежі на виконання рішень закордонних юрисдикційних органів, прийнятих за наслідками розгляду справ проти України",3823800,3371317.72,452482.28,19118900,2866919.88,16704462.4,19118900,3150206.62,32673155.78,315800,12487000.91,20501954.87,0,350898.5,20151056.37,0,745188.56,19405867.81,0,664899.39,18740968.42,0,1733166.32,17007802.1,0,2980012.72,14027789.38,0,1847867.94,12179921.44,0,838.28,12179083.16,103000000,105840395.8,9338687.35,145377400
1114,3601170,2021,Payments for the implementation of decisions of foreign jurisdiction bodies taken as a consequence of consideration of cases against Ukraine,"Платежі на виконання рішень закордонних юрисдикційних органів, прийнятих за наслідками розгляду справ проти України",5823800,1360144.74,4463655.26,11647500,2535783.5,13575371.76,29118900,41463325.41,1230946.35,29118900,29766023.21,583823.14,40766400,40501953.53,848269.61,55121200,46414701.6,9554768.01,46590200,51254704.62,4890263.39,64061500,4916662.42,64035100.97,69885300,114352501,19567899.94,69885300,20721632.38,68731567.56,81532800,8848797.99,141415569.6,78825600,217423088.1,2818081.48,582377400
1115,3601180,2018,Construction (purchase) of housing for persons of rank and file staff of the State Criminal Enforcement Service of Ukraine,Будівництво (придбання) житла для осіб рядового і начальницького складу Державної кримінально-виконавчої служби України,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,5000000,5000000,0,10000000,0,0,10000000,0,0,10000000,0,0,10000000,0,0,10000000,0,0,10000000,0,0,10000000,10000000
1116,3601180,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1117,3601180,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1118,3601180,2021,Construction (purchase) of housing for persons of rank and file staff of the State Criminal Enforcement Service of Ukraine,Будівництво (придбання) житла для осіб рядового і начальницького складу Державної кримінально-виконавчої служби України,0,0,0,1000000,0,1000000,0,0,1000000,0,40500,959500,2000000,66420,2893080,2000000,0,4893080,2000000,47237.57,6845842.43,1791400,0,8637242.43,0,0,8637242.43,0,1354648.81,7282593.62,0,4329995.76,2952597.86,0,2952597.86,0,8791400
1517,3601230,2018,Cyber вЂ‹вЂ‹defense of the information and telecommunication system of the apparatus of the Ministry of Justice of Ukraine,Кіберзахист інформаційно-телекомунікаційної системи апарату Міністерства юстиції України,,,,,,,,,,,,,,,,,,,,,,8400000,0,8400000,0,0,8400000,0,0,8400000,0,0,8400000,0,8383199,16801,8400000
1518,3601240,2018,Development of e -government in the field of justice,Розвиток електронного урядування у сфері юстиції,,,,,,,,,,,,,,,,,,,,,,0,0,0,10000000,0,10000000,1250000,0,11250000,1250000,0,12500000,0,0,12500000,12500000
1678,3601250,2019,"Implementation of the State Investment Project ""Completion of Construction of the Regime Corps for Life imprisonment in the state institution"" Vilnius Institution of Execution of Sentences (No. 11) "", in Zaporizhzhia region","Реалізація державного інвестиційного проекту ""Завершення будівництва режимного корпусу для засуджених до довічного позбавлення волі у державній установі ""Вільнянська установа виконання покарань (№ 11)"", у Запорізькій області""",0,0,0,0,0,0,0,0,0,98600,0,98600,33000,0,131600,500000,140530.46,491069.54,581200,491069.54,581200,700000,581200,700000,1052900,0,1752900,1743200,0,3496100,205400,208103.94,3493396.06,0,72789.65,3420606.41,4914300
1679,3601250,2020,"Implementation of the State Investment Project ""Completion of Construction of the Regime Corps for Life imprisonment in the state institution"" Vilnius Institution of Execution of Sentences (No. 11) "", in Zaporizhzhia region","Реалізація державного інвестиційного проекту ""Завершення будівництва режимного корпусу для засуджених до довічного позбавлення волі у державній установі ""Вільнянська установа виконання покарань (№ 11)"", у Запорізькій області""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1680,3601250,2021,"Implementation of the State Investment Project ""Completion of Construction of the Regime Corps for Life imprisonment in the state institution"" Vilnius Institution of Execution of Sentences (No. 11) "", in Zaporizhzhia region","Реалізація державного інвестиційного проекту ""Завершення будівництва режимного корпусу для засуджених до довічного позбавлення волі у державній установі ""Вільнянська установа виконання покарань (№ 11)"", у Запорізькій області""",0,0,0,0,0,0,0,0,0,1263100,0,1263100,1263100,0,2526200,1263100,9720,3779580,1263100,968422.27,4074257.73,1263100,1987559.65,3349798.08,2526200,3012722.23,2863275.85,3789400,5508855.73,1143820.12,5052500,4933711.12,1262609,7605000,8867609,0,25288600
1681,3601260,2019,"Implementation of the State Investment Project ""Completion of Construction of Water Supply System in the State Institution"" Kolomyia Correctional Colony (No. 41) "", in Ivano-Frankivsk Region.""","Реалізація державного інвестиційного проекту ""Завершення будівництва системи водопостачання у державній установі ""Коломийська виправна колонія (№ 41)"", в Івано-Франківській обл.""",0,0,0,0,0,0,0,0,0,50000,0,50000,0,0,50000,500000,0,550000,0,107035.84,442964.16,450000,254275.68,638688.48,609300,0,1247988.48,1000000,17460.59,2230527.89,2294600,0,4525127.89,2326400,0,6851527.89,7230300
2092,3601270,2020,"Ensuring the readiness and response of the State Institution ""Center for Health of the State Criminal Enforcement Service of Ukraine"" and its separate structural units for outbreaks","Забезпечення готовності та реагування державної установи ""Центр охорони здоров'я Державної кримінально-виконавчої служби України"" та її відокремлених структурних підрозділів на спалахи гострої респіраторної хвороби COVID-19, спричиненої коронавірусом",,,,,,,,,,,,,,,,,,,23680100,5860275,17819825,0,6489400,11330425,0,4254527.86,7075897.14,0,2380668.06,4695229.08,0,18178.33,4677050.75,0,3256989.34,312761.41,23680100
2093,3601270,2021,Development of information infrastructure of the sphere of justice,Розвиток інформаційної інфраструктури сфери юстиції,,,,,,,,,,,,,,,,15900000,0,15900000,15900000,0,31800000,15900000,0,47700000,15900000,0,63600000,15900000,4028000,75472000,15900000,6973000,84399000,10129990,92863990,1665000,105529990
2161,3601280,2020,"Providing the means of personal protection of pedagogical and scientific-pedagogical staff of educational institutions of the State Criminal Enforcement Service of Ukraine and applicants of education, disinfection and antiseptics, medical devices and equipment for technical support of remote training Covid-19 caused by Sars-Cov-2 coronavirus and its consequences","Забезпечення засобами індивідуального захисту педагогічних та науково-педагогічних працівників навчальних закладів Державної кримінально-виконавчої служби України та здобувачів освіти, дезінфекційними засобами та антисептиками, медичними виробами та обладнанням для технічного забезпечення дистанційного навчання здобувачів освіти за рахунок коштів, виділених з фонду боротьби з гострою респіраторною хворобою COVID-19, спричиненою коронавірусом SARS-CoV-2, та її наслідками",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107300,860631.91,246668.09,1107300
2249,3601300,2021,"Implementation by the State Institution ""Center for Health of the State Criminal Enforcement Service of Ukraine"" and its separated structural units of some measures related to the fight against acute respiratory disease of the Covid-19 caused by the Sars-CV-2 coronavirus, and its consequences","Здійснення державною установою ""Центр охорони здоров'я Державної кримінально-виконавчої служби України"" та її відокремленими структурними підрозділами деяких заходів, пов'язаних з боротьбою з гострою респіраторною хворобою COVID-19, спричиненою коронавірусом SARS-CoV-2, та її наслідками",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1530,3601700,2018,Acquisition of Kiev Research Institute of Forensic Expertise of Equipment,Придбання Київським науково-дослідним інститутом судових експертиз обладнання,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12000000,0,12000000,0,0,12000000,0,11236119,763881,12000000
1997,3601720,2020,"Provision of the State Criminal Enforcement Service by means of personal protective equipment during the implementation of anti-epidemic measures to counteract the spread of acute respiratory illness Covid-19 caused by the Sars-CV-2 Crown Virus, in the territory of Ukraine","Забезпечення Державної кримінально-виконавчої служби засобами індивідуального захисту під час здійснення протиепідемічних заходів з протидії поширенню гострої респіраторної хвороби COVID-19, спричиненої короновірусом SARS-CoV-2, на території України",,,,,,,3600000,0,3600000,0,3599250,750,0,0,750,0,0,750,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600000
1682,3601810,2019,"Implementation of the State Investment Project ""Completion of the Reconstruction of the Regime Corps for keeping prisoners to life imprisonment at the Poltava Institution of Execution","Реалізація державного інвестиційного проекту ""Завершення реконструкції режимного корпусу для тримання засуджених до довічного позбавлення волі у Полтавській установі виконання покарань № 23""",0,0,0,0,0,0,0,0,0,1164600,0,1164600,1482600,0,2647200,766000,59940,3353260,1000000,165374.92,4187885.08,731200,0,4919085.08,1500000,0,6419085.08,1500000,0,7919085.08,1875100,0,9794185.08,4721800,0,14515985.08,14741300
1683,3601830,2019,"Implementation of the State Investment Project ""Completion of Construction of the Medical Corps in Holopristan Correctional Colony в„–7 in Kherson Oblast""","Реалізація державного інвестиційного проекту ""Завершення будівництва лікувального корпусу в Голопристанській виправній колонії №7 у Херсонській області""",0,0,0,0,0,0,0,0,0,1268000,22680,1245320,1065600,3240,2307680,815200,0,3122880,1000000,4111530,11350,700000,0,711350,2000000,6480,2704870,3500000,8100,6196770,5949200,3300180,8845790,8437600,629252.75,16654137.25,24735600
1684,3601830,2020,"Implementation of the State Investment Project ""Completion of Construction of the Medical Corps in Holopristan Correctional Colony No. 7 in the Kherson Oblast""","Реалізація державного інвестиційного проекту ""Завершення будівництва лікувального корпусу в Голопристанській виправній колонії № 7 у Херсонській області""",0,0,0,0,0,0,0,0,0,2321700,0,2321700,2521700,0,4843400,2521700,0,7365100,2521700,22680,9864120,0,4116714.41,5747405.59,2500000,1122496.39,7124909.2,3500000,372331.09,10252578.11,1583500,0,11953427.83,0,2289175.99,164251.84,17470300
1685,3601830,2021,"Implementation of the State Investment Project ""Completion of Construction of the Medical Corps in Holopristan Correctional Colony No. 7 in the Kherson Oblast""","Реалізація державного інвестиційного проекту ""Завершення будівництва лікувального корпусу в Голопристанській виправній колонії № 7 у Херсонській області""",0,0,0,0,0,0,0,0,0,1314700,9720,1304980,1314700,0,2619680,1314700,6480,3927900,1314700,2337944.4,2904655.6,1314700,48581.87,4170773.73,2629400,5121594,1678579.73,3944000,72869.78,5549709.95,5258700,6140836.71,4667573.24,7861700,12528704.65,568.59,26267300
1119,3603020,2018,Ensuring the formation and functioning of a free legal aid system,Забезпечення формування та функціонування системи безоплатної правової допомоги,28535300,22087428.82,6447871.18,29147500,26249679.49,9345691.69,29883900,30802464.5,8427127.19,29383900,28841542.64,8969484.55,29911500,29142696.4,9738288.15,31369500,33449807.71,7657980.44,35172600,33720792.01,9109788.43,37478700,35537678.75,11050809.68,37858600,33401543.48,15507866.2,37540800,35605070.8,17443595.4,37060800,36022987.22,18481408.18,38113100,52837382.95,3757125.23,401456200
1120,3603020,2019,Ensuring the formation and functioning of a free legal aid system,Забезпечення формування та функціонування системи безоплатної правової допомоги,26542000,22287091.33,4254908.67,27233800,27560119.65,3928589.02,30948000,29203155.99,5673433.03,29022400,28432237.5,6263595.53,29337400,29737978.26,5863017.27,34925100,31887408.45,8900708.82,38288000,34025563.74,13163145.08,41147100,34881245.64,19428999.44,36015700,33485638.6,21959060.84,33038100,35734790.17,19262370.67,33932900,33244650.9,19950619.77,38968700,52719821.48,6199498.29,399399200
1121,3603020,2020,Ensuring the formation and functioning of a free legal aid system,Забезпечення формування та функціонування системи безоплатної правової допомоги,32124500,26659949.9,5464550.1,34277000,29210539.53,10531010.57,34729800,31481844.53,13778966.04,34610000,29654449.81,18734516.23,35821800,32158690.63,22397625.6,37076500,35773837.5,23700288.1,37685700,35062838.05,26323150.05,38494500,33102098.82,31715551.23,37627300,34634753.84,34708097.39,37135600,39157153.89,32686543.5,38479300,34851233.59,36314609.91,37507700,64429934.36,9392375.55,435569700
1122,3603020,2021,Ensuring the formation and functioning of a free legal aid system,Забезпечення формування та функціонування системи безоплатної правової допомоги,35960600,31211051.16,4749548.84,36473500,33548932.86,7674115.98,37851800,36488242.6,9037673.38,42417400,39907894.29,11547179.09,47693800,41625428.91,17615550.18,57680000,47411577.4,27883972.78,57519700,49837719.68,35565953.1,59058300,53108329.16,41515923.94,50412900,48900157.27,43028666.67,46717800,54544803.97,35201662.7,48218900,48130632.92,35289929.78,49602100,80872601.23,4019428.55,569606800
1123,3603030,2018,Payment for services and reimbursement of lawyers to provide free secondary legal aid,Оплата послуг та відшкодування витрат адвокатів з надання безоплатної вторинної правової допомоги,1277700,1271421.06,6278.94,7388600,7187904.55,206974.39,6388600,6571515.15,24059.24,36888600,36792044.33,120614.91,37944000,34564646.93,3499967.98,9444000,12892627.97,51340.01,54721700,45913125.17,8859914.84,65777100,40589765.32,34047249.52,5332500,28527817.64,10851931.88,7692400,11926182.43,6618149.45,8165700,12826684.89,1957164.56,51374800,53164593.38,167371.18,292395700
1124,3603030,2019,Payment for services and reimbursement of lawyers to provide free secondary legal aid,Оплата послуг та відшкодування витрат адвокатів з надання безоплатної вторинної правової допомоги,2967600,2600959.98,366640.02,5011900,5288936.34,89603.68,15547600,15409013.95,228189.73,15660600,15605624.91,283164.82,82447900,63253454.83,19477609.99,30050900,43670954.43,5857555.56,27823600,31513152.82,2168002.74,37921100,33689048.64,6400054.1,31325700,32983161.17,4742592.93,30509700,29432544.55,5819748.38,28008300,28262477.27,5565571.11,30458300,35658102.8,365768.31,337733200
1125,3603030,2020,Payment for services and reimbursement of lawyers to provide free secondary legal aid,Оплата послуг та відшкодування витрат адвокатів з надання безоплатної вторинної правової допомоги,30817300,17963983.71,12853316.29,30434300,33357136.27,9930480.02,16976100,24776733.69,2129846.33,16971500,4943603.22,14157743.11,27962900,38343017.69,3777625.42,30322800,32749446.1,1350979.32,33841300,31043269.01,4149010.31,41620900,31964016.48,13805893.83,47466500,35215596.29,26056797.54,44597800,27229661.85,43424935.69,43425200,21117821.92,65732313.77,20747400,52786767.5,33692946.27,385184000
1126,3603030,2021,Payment for services and reimbursement of lawyers to provide free secondary legal aid,Оплата послуг та відшкодування витрат адвокатів з надання безоплатної вторинної правової допомоги,3851800,1929005.3,1922794.7,7703700,8264709.65,1361785.05,19259200,20432568.63,188416.42,19259200,19227569.85,220046.57,26962900,22692090.99,4490855.58,30814700,31184797.34,4120758.24,30814700,32658171.27,2277286.97,42370200,39759085.55,4888401.42,66222100,54658348.37,16452153.05,61222100,44215631.57,33458621.48,33925800,34652626.23,32731795.25,42777600,74331131.71,1178263.54,385184000
1127,3609010,2018,Management and Management in the field of archival affairs,Керівництво та управління у сфері архівної справи,1892200,1587546.89,304653.11,1929200,1817151.54,416701.57,1926400,1867658.54,475443.03,1926400,1926325.62,475517.41,2177300,1943137.54,709679.87,2406900,2078147.63,1038432.24,2416100,2605977.08,848555.16,2434700,2042655.93,1240599.23,2225000,1774228.84,1691370.39,1995500,2267796.85,1419073.54,1995500,1800916.33,1613657.21,2032300,3536525.54,109431.67,25357500
1128,3609010,2019,Management and Management in the field of archival affairs,Керівництво та управління у сфері архівної справи,1825900,1420508.12,405391.88,1835100,2130908.61,109583.27,1999600,1819870.97,289312.3,1859800,1907255.48,241856.82,1878400,1961348.97,158907.85,2471900,2383932.55,246875.3,2471900,2330787.8,387987.5,2499500,2260744.14,626743.36,2289700,1962230.38,954212.98,2069200,2158555.85,864857.13,2087700,1988399.86,964157.27,2096900,2857707.54,203349.73,25385600
